labels,source,path
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1050_IEO_FEA_LO.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_16/03-01-02-02-02-02-16.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1005_IOM_HAP_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1052_TIE_FEA_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1041_TIE_FEA_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1017_TIE_SAD_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1038_IEO_HAP_HI.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_ITH_SAD_XX.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_kick_sad.wav
male_surprise,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_15/03-01-08-01-02-02-15.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1002_IOM_DIS_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1067_TSI_FEA_XX.wav
female_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_20/03-01-03-02-02-02-20.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1042_IOM_SAD_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1019_ITS_NEU_XX.wav
male_fear,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JK_f12.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1021_ITS_FEA_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_IOM_DIS_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1073_DFA_NEU_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_home_angry.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_love_sad.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1064_IWL_DIS_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1006_IEO_FEA_MD.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_ITH_DIS_XX.wav
male_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_11/03-01-06-01-01-02-11.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1011_TSI_HAP_XX.wav
male_sad,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/DC_sa07.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_shirt_sad.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1024_ITH_DIS_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1008_TSI_DIS_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1034_MTI_DIS_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1018_IEO_HAP_LO.wav
male_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_21/03-01-03-02-01-01-21.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1084_IEO_SAD_LO.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_08/03-01-01-01-02-02-08.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_cool_sad.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1074_IOM_NEU_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_pain_ps.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_pass_disgust.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1016_ITH_NEU_XX.wav
male_sad,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/KL_sa08.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_IEO_SAD_MD.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1017_ITS_HAP_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_calm_neutral.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_dab_neutral.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_pick_ps.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_20/03-01-02-01-02-01-20.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1064_IEO_FEA_HI.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_death_fear.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1059_TSI_DIS_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1029_TAI_SAD_XX.wav
male_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_11/03-01-04-02-02-01-11.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1027_DFA_ANG_XX.wav
male_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_15/03-01-03-02-01-01-15.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_puff_ps.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1086_IWL_SAD_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_neutral/OAF_bean_neutral.wav
female_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_08/03-01-04-01-01-01-08.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1087_ITS_DIS_XX.wav
female_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_14/03-01-05-01-02-02-14.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_mill_disgust.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_long_neutral.wav
male_surprise,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JK_su15.wav
male_disgust,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JK_d09.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1062_TSI_DIS_XX.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_happy/YAF_pass_happy.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1086_ITH_HAP_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1074_TIE_SAD_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1001_IWL_DIS_XX.wav
male_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_07/03-01-04-02-01-02-07.wav
female_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_06/03-01-03-02-02-01-06.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1065_IOM_DIS_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1063_ITS_SAD_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1051_TAI_HAP_XX.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_cheek_sad.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_raise_angry.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_rat_angry.wav
male_neutral,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_n24.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1009_ITH_FEA_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_vine_ps.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_mouse_happy.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_road_disgust.wav
male_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_23/03-01-04-02-01-01-23.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_TSI_ANG_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1052_IEO_DIS_HI.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_fear/YAF_mess_fear.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_pad_happy.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1041_ITS_ANG_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_fit_disgust.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1060_IWL_HAP_XX.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_18/03-01-02-02-01-01-18.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_IWL_ANG_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1071_IOM_SAD_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_pad_fear.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_dab_angry.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1028_IEO_FEA_HI.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1050_TIE_NEU_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1056_DFA_NEU_XX.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_05/03-01-05-02-01-01-05.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_ITH_DIS_XX.wav
female_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_mill_happy.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1066_TSI_DIS_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_IWL_FEA_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1020_DFA_FEA_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1067_IWW_HAP_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1028_TIE_NEU_XX.wav
female_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_12/03-01-03-02-02-01-12.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_IEO_FEA_HI.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1030_IEO_ANG_MD.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1061_WSI_FEA_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1072_IOM_HAP_XX.wav
male_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1001_IWL_ANG_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1054_IWW_SAD_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_chat_angry.wav
female_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_IEO_ANG_MD.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1060_IEO_DIS_LO.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1054_DFA_SAD_XX.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1042_IEO_ANG_MD.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_home_sad.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1012_MTI_FEA_XX.wav
male_disgust,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/KL_d08.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_IOM_ANG_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1020_WSI_FEA_XX.wav
male_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_01/03-01-06-01-01-01-01.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1037_TSI_SAD_XX.wav
female_disgust,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_20/03-01-07-02-01-02-20.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1037_IWW_ANG_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1089_IEO_FEA_MD.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_ditch_happy.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_mouse_disgust.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1048_IWW_ANG_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1034_IWW_SAD_XX.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_shout_sad.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_TIE_NEU_XX.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_ripe_sad.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1091_TAI_NEU_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_goal_ps.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_ditch_neutral.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1045_IOM_DIS_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1058_WSI_HAP_XX.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1081_IWL_ANG_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_IEO_FEA_HI.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1043_ITS_ANG_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_IEO_DIS_LO.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1041_IWL_SAD_XX.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_13/03-01-05-02-02-02-13.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1080_MTI_ANG_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1063_TSI_FEA_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_merge_angry.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1039_TAI_NEU_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1035_TSI_FEA_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1089_TIE_FEA_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_should_angry.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1007_IEO_DIS_MD.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_fear/YAF_soup_fear.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_join_disgust.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1023_ITH_ANG_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_gap_disgust.wav
female_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_20/03-01-06-01-01-02-20.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_DFA_HAP_XX.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1068_MTI_ANG_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1055_TAI_ANG_XX.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_18/03-01-01-01-02-02-18.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_tire_neutral.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1009_IEO_FEA_HI.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_learn_happy.wav
male_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_19/03-01-02-02-01-02-19.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1024_IOM_NEU_XX.wav
female_sad,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_12/03-01-04-01-02-02-12.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_chair_disgust.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1058_ITH_SAD_XX.wav
male_angry,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_a10.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_mess_sad.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_shout_neutral.wav
female_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_10/03-01-05-01-02-02-10.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_mood_disgust.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_lose_ps.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1011_IEO_HAP_MD.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1016_MTI_FEA_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1036_ITH_HAP_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1069_IWW_HAP_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1045_IWW_DIS_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1077_IWL_NEU_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1074_IEO_DIS_LO.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1084_TIE_HAP_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1065_TIE_NEU_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1066_IEO_FEA_HI.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_ITS_NEU_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1007_WSI_HAP_XX.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_happy/YAF_lore_happy.wav
female_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1025_IEO_ANG_LO.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1025_TAI_FEA_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_numb_angry.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1035_IOM_NEU_XX.wav
