labels,source,path
female_surprise,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_12/03-01-08-02-01-01-12.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_fear/YAF_lease_fear.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_IEO_FEA_MD.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1073_TIE_DIS_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1073_IEO_HAP_LO.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_happy/YAF_cool_happy.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1017_DFA_NEU_XX.wav
male_neutral,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JK_n25.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_02/03-01-02-01-01-01-02.wav
male_angry,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_a14.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_hire_sad.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1031_IWW_FEA_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_page_ps.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_mouse_neutral.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1013_TSI_HAP_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1054_ITS_DIS_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_page_disgust.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1032_MTI_DIS_XX.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_11/03-01-05-01-01-01-11.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1063_IOM_NEU_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_neutral/OAF_kill_neutral.wav
male_disgust,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/KL_d15.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1020_MTI_DIS_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1019_DFA_HAP_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1069_TSI_NEU_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1016_ITH_FEA_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1055_IWL_NEU_XX.wav
male_angry,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JK_a04.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1073_MTI_DIS_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1088_IWW_HAP_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1011_ITH_DIS_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_when_fear.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1052_WSI_NEU_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1025_ITH_ANG_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1045_DFA_SAD_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_perch_disgust.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_beg_fear.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1057_IWW_NEU_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_should_neutral.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_IOM_HAP_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_neutral/OAF_hit_neutral.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_21/03-01-05-01-01-02-21.wav
male_neutral,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/KL_n09.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1024_IEO_SAD_MD.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_south_sad.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1075_IOM_HAP_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1021_IWW_NEU_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1085_IWW_NEU_XX.wav
female_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_near_fear.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1038_IEO_FEA_LO.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_08/03-01-02-02-02-02-08.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1054_IEO_SAD_LO.wav
female_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_24/03-01-05-02-01-01-24.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_fall_disgust.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1016_WSI_DIS_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1047_ITS_ANG_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_loaf_ps.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1002_IEO_DIS_HI.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1062_ITS_ANG_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_jar_angry.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_IOM_DIS_XX.wav
male_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_17/03-01-03-02-01-02-17.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1022_DFA_FEA_XX.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_07/03-01-05-01-01-01-07.wav
male_neutral,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_n12.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_puff_disgust.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1069_IOM_NEU_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1026_IWW_SAD_XX.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1085_WSI_ANG_XX.wav
female_neutral,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_20/03-01-01-01-02-02-20.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_ditch_disgust.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1072_DFA_SAD_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1056_IWW_DIS_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1066_IEO_HAP_LO.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1017_ITH_SAD_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_ITS_FEA_XX.wav
male_surprise,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_su07.wav
male_neutral,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/KL_n05.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1089_IWW_SAD_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1037_WSI_HAP_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1044_TSI_DIS_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1021_IWL_HAP_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1044_ITH_NEU_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1028_TIE_ANG_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_kill_angry.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_happy/YAF_tool_happy.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_IWW_ANG_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1084_WSI_DIS_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1038_DFA_NEU_XX.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_lid_happy.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_young_sad.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1012_DFA_FEA_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_nag_fear.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1016_TIE_HAP_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_youth_disgust.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_WSI_DIS_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1074_IWL_SAD_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1028_TAI_HAP_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_TIE_FEA_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1059_IEO_DIS_HI.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1078_DFA_HAP_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1025_IEO_DIS_HI.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1010_TSI_ANG_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_perch_ps.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1021_IEO_DIS_HI.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1071_IEO_ANG_LO.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1088_TAI_HAP_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1064_IWW_FEA_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_IWL_NEU_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1029_ITS_HAP_XX.wav
female_surprise,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_10/03-01-08-02-01-02-10.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_shawl_sad.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_IOM_FEA_XX.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1079_IEO_FEA_HI.wav
male_surprise,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_21/03-01-08-01-02-01-21.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1078_IEO_FEA_LO.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_walk_angry.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1056_IWL_DIS_XX.wav
female_surprise,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_04/03-01-08-01-01-02-04.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_TSI_HAP_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1070_IEO_NEU_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1010_IEO_SAD_MD.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1087_WSI_NEU_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1077_IOM_HAP_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_neutral/OAF_loaf_neutral.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1071_WSI_HAP_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1038_IEO_DIS_HI.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1091_IWL_FEA_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_rag_angry.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1007_TIE_FEA_XX.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_MTI_ANG_XX.wav
female_happy,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_12/03-01-03-01-02-01-12.wav
male_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_15/03-01-05-01-01-02-15.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_dip_ps.wav
female_angry,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_16/03-01-05-01-01-02-16.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1062_DFA_FEA_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1052_IOM_DIS_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_fear/YAF_gap_fear.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1077_ITS_FEA_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_pleasant_surprised/YAF_raid_ps.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1012_TAI_FEA_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_vote_angry.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1026_ITH_FEA_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1005_ITH_HAP_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1041_IEO_SAD_HI.wav
male_fear,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_07/03-01-06-01-01-02-07.wav
male_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_ITS_ANG_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1026_IWW_FEA_XX.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_neutral/YAF_note_neutral.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_voice_ps.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1046_TIE_ANG_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1047_TAI_HAP_XX.wav
male_angry,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/JE_a13.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1056_WSI_DIS_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1051_MTI_FEA_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1023_TSI_FEA_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1049_ITS_DIS_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1018_MTI_ANG_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_IWW_DIS_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1001_IOM_DIS_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_search_fear.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1002_IWW_SAD_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1044_ITH_SAD_XX.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1060_DFA_DIS_XX.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1058_IOM_ANG_XX.wav
male_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1011_IEO_SAD_HI.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_angry/OAF_life_angry.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_merge_disgust.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1015_IEO_HAP_MD.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1074_IOM_FEA_XX.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_happy/OAF_late_happy.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_TSI_NEU_XX.wav
female_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1055_IWL_HAP_XX.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_disgust/OAF_kick_disgust.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1082_WSI_NEU_XX.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1070_TSI_FEA_XX.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Fear/OAF_numb_fear.wav
female_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1055_DFA_FEA_XX.wav
male_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1066_ITS_DIS_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1021_IEO_SAD_HI.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_sad/YAF_rush_sad.wav
female_disgust,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_disgust/YAF_mess_disgust.wav
female_disgust,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1053_IOM_DIS_XX.wav
male_happy,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1083_WSI_HAP_XX.wav
male_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1045_DFA_NEU_XX.wav
female_sad,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1061_WSI_SAD_XX.wav
female_surprise,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Pleasant_surprise/OAF_germ_ps.wav
male_sad,SAVEE,/Users/naokitakatani/Documents/datasets/SAVEE/DC_sa01.wav
female_angry,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1076_ITH_ANG_XX.wav
female_sad,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_Sad/OAF_sheep_sad.wav
female_fear,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_fear/YAF_shall_fear.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_fall_angry.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1038_ITS_FEA_XX.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1061_TAI_NEU_XX.wav
female_happy,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_happy/YAF_keg_happy.wav
female_neutral,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1063_ITS_NEU_XX.wav
female_angry,TESS,/Users/naokitakatani/Documents/datasets/TESS/YAF_angry/YAF_fat_angry.wav
male_fear,CREMA,/Users/naokitakatani/Documents/datasets/CREMA-D/1059_IEO_FEA_MD.wav
female_neutral,TESS,/Users/naokitakatani/Documents/datasets/TESS/OAF_neutral/OAF_doll_neutral.wav
male_disgust,RAVDESS,/Users/naokitakatani/Documents/datasets/RAVDESS/Actor_19/03-01-07-01-02-02-19.wav
